aldehyde_1:-1
aldehyde_222:-2
aldehyde_223:-2
aldehyde_224:-1
aldehyde_225:-1
aldehyde_226:-1
aldehyde_227:-1
aldehyde_228:-1
aldehyde_229:-1
aldehyde_230:-1
aldehyde_231:-1
aldehyde_232:-1
aldehyde_233:-1
aldehyde_234:-1
aldehyde_235:-1
aldehyde_236:-1
aldehyde_237:-1
aldehyde_238:-1
aldehyde_239:-1
aldehyde_240:-1
aldehyde_241:-1
aldehyde_242:-1
aldehyde_243:-1
aldehyde_244:-1
aldehyde_245:-1
aldehyde_246:-1
aldehyde_247:-1
aldehyde_248:-1
aldehyde_249:-1
aldehyde_250:-1
aldehyde_251:-1
aldehyde_252:-1
aldehyde_253:-1
aldehyde_254:-1
aldehyde_255:-1
aldehyde_256:-1
aldehyde_257:-1
aldehyde_258:-1
aldehyde_259:-1
aldehyde_260:-1
aldehyde_261:-1
aldehyde_262:-1
aldehyde_263:-1
aldehyde_264:-1
aldehyde_265:-1
aldehyde_266:-1
aldehyde_267:-1
aldehyde_268:-1
aldehyde_269:-1
aldehyde_270:-1
aldehyde_271:-1
aldehyde_272:-1
aldehyde_273:-2
aldehyde_274:-1
aldehyde_275:-1
aldehyde_276:-1
aldehyde_277:-1
aldehyde_278:-1
aldehyde_279:-1
aldehyde_280:-1
aldehyde_281:-1
aldehyde_282:-1
aldehyde_283:-1
aldehyde_284:-1
aldehyde_285:-1
aldehyde_286:-1
aldehyde_287:-1
aldehyde_288:-1
aldehyde_289:-1
aldehyde_290:-1
aldehyde_291:-1
aldehyde_292:-1
aldehyde_293:-1
aldehyde_294:-1
aldehyde_295:-1
aldehyde_296:-1
aldehyde_297:-1
aldehyde_298:-1
aldehyde_299:-1
aldehyde_300:-1
aldehyde_301:-1
aldehyde_302:-1
aldehyde_303:-1
aldehyde_304:-1
aldehyde_305:-1
aldehyde_306:-1
aldehyde_307:-1
aldehyde_308:-1
aldehyde_309:-1
aldehyde_310:-1
aldehyde_311:-1
aldehyde_312:-1
aldehyde_313:-1
aldehyde_314:-1
aldehyde_315:-1
aldehyde_316:0
aldehyde_317:-2
aldehyde_318:-1
aldehyde_319:-1
aldehyde_320:0
aldehyde_321:-2
aldehyde_322:-2
aldehyde_323:-2
aldehyde_324:-2
aldehyde_325:-2
aldehyde_326:-2
aldehyde_327:-1
aldehyde_328:-2
aldehyde_329:-4
aldehyde_330:-1
aldehyde_331:0
aldehyde_332:0
aldehyde_333:-1
aldehyde_334:-1
aldehyde_335:-5
aldehyde_336:-1
aldehyde_337:-1
aldehyde_338:-1
aldehyde_339:-1
aldehyde_340:-1
aldehyde_341:-1
aldehyde_342:-1
aldehyde_343:-1
aldehyde_344:-1
aldehyde_345:-1
aldehyde_346:-1
aldehyde_347:-1
aldehyde_348:-1
aldehyde_349:-1
aldehyde_350:-1
aldehyde_351:-1
aldehyde_352:-1
aldehyde_353:-1
aldehyde_354:-1
aldehyde_355:-1
aldehyde_356:-1
aldehyde_357:-1
aldehyde_358:-1
aldehyde_359:-1
aldehyde_360:-1
aldehyde_361:-1
aldehyde_362:-1
aldehyde_363:-1
aldehyde_364:-1
aldehyde_365:-1
aldehyde_366:0
aldehyde_367:-1
aldehyde_368:-1
aldehyde_369:-1
aldehyde_370:-1
aldehyde_371:-1
aldehyde_372:-1
aldehyde_373:-1
aldehyde_374:-1
aldehyde_375:-1
aldehyde_376:-2
aldehyde_377:-1
aldehyde_378:-1
aldehyde_379:-1
aldehyde_380:-1
aldehyde_381:-1
aldehyde_382:-1
aldehyde_383:-1
aldehyde_384:-1
aldehyde_385:-1
aldehyde_386:-1
aldehyde_387:-1
aldehyde_388:-1
aldehyde_389:-1
aldehyde_390:-1
aldehyde_391:-1
aldehyde_392:-1
aldehyde_393:-1
aldehyde_394:-1
aldehyde_395:-1
aldehyde_396:-1
aldehyde_397:-1
aldehyde_398:-1
aldehyde_399:-2
aldehyde_400:-1
aldehyde_401:-1
aldehyde_402:-1
aldehyde_403:-2
aldehyde_404:-1
aldehyde_405:-1
aldehyde_406:-1
aldehyde_407:-1
aldehyde_408:-1
aldehyde_409:-1
aldehyde_410:-1
aldehyde_411:-1
aldehyde_412:-1
aldehyde_413:-1
aldehyde_414:-1
aldehyde_415:-1
aldehyde_416:-1
aldehyde_417:-1
aldehyde_418:-1
aldehyde_419:-1
aldehyde_420:-1
aldehyde_421:-1
aldehyde_422:-3
aldehyde_423:-1
aldehyde_424:-1
aldehyde_425:-1
aldehyde_426:-2
aldehyde_427:-2
aldehyde_428:-2
aldehyde_429:-2
aldehyde_430:-2
aldehyde_431:-2
aldehyde_432:-2
aldehyde_433:-2
aldehyde_434:-2
aldehyde_435:-2
aldehyde_436:-2
aldehyde_437:-1
aldehyde_438:-1
aldehyde_439:-2
aldehyde_440:-2
aldehyde_441:-2
aldehyde_442:-3
aldehyde_443:-1
aldehyde_444:-1
aldehyde_445:-1
aldehyde_446:-1
aldehyde_447:-1
aldehyde_448:-1
aldehyde_449:-1
aldehyde_450:-1
aldehyde_451:-1
